"skill","stage","n_rows","n_cols","n_samples","group_source","toy","data_provenance","accession","sourced_skill_scripts","notes","checked_at"
"Metabolomics","post",40,8,8,"toy_meta Herb/Vehicle",TRUE,"TOY",NA,"已 source 本技能 脚本_scripts/: 运行代谢组骨架_runMetabolomicsSkeleton.R, 运行骨架_runSkeleton.R","OPLS-like; data_provenance=TOY","2026-07-18 21:27:01"
