"accession","n_series_samples_parsed","n_tumor_in_series","n_normal_in_series","n_analysis_subset","n_tumor_subset","n_normal_subset","grouping_field","geo_url"
"GSE10072",107,58,49,20,10,10,"Sample_source_name_ch1 (Normal vs non-Normal->Tumor)","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE10072"
