"skill","stage","n_rows","n_cols","n_samples","group_source","toy","data_provenance","accession","sourced_skill_scripts","notes","checked_at"
"3DGenome","post",4,3,0,"n/a BLOCKED Hi-C",TRUE,"TOY",NA,"已 source VizStandards + DeliveryStandards + 本技能: 运行骨架_runSkeleton.R","BLOCKED: 需 Hi-C 原始或 .hic/.cool 全库与 juicer/cooler 栈","2026-07-18 21:27:00"
