"skill","stage","n_rows","n_cols","n_samples","group_source","toy","data_provenance","accession","sourced_skill_scripts","notes","checked_at"
"Microbiome16S","post",5,6,6,"toy OTU SiteA/B",TRUE,"TOY",NA,"已 source 本技能 脚本_scripts/: 运行16S骨架_run16sSkeleton.R","16S alpha+beta; data_provenance=TOY","2026-07-18 21:27:24"
