"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","41/696","233/11185",0.175965665236052,2.82783903112821,7.26282109187386,1.0604851825274e-09,3.71169813884591e-07,3.71169813884591e-07,"21924/12831/14200/319480/12834/12833/16403/107765/13808/71960/17888/640524/58522/12829/241226/12828/12335/21954/70435/20648/17901/13346/245026/320502/17906/16399/17897/104099/22437/21955/17868/12845/140781/12835/668940/16419/12825/11464/16420/11717/74103",41
"Environmental Information Processing","Signaling molecules and interaction","mmu04518","Integrin signaling","29/696","153/11185",0.189542483660131,3.04602396514161,6.56395298081719,5.69023904269021e-08,9.95791832470787e-06,9.95791832470787e-06,"12266/319480/12834/12833/16403/12829/241226/108101/12828/13406/114249/12443/245026/16399/16414/104099/12845/13645/16415/12444/16409/20750/12835/16419/15894/242022/19354/18707/16420",29
"Human Diseases","Cardiovascular disease","mmu05414","Dilated cardiomyopathy","22/696","103/11185",0.213592233009709,3.43251311237585,6.38852922318872,2.65480406310336e-07,3.09727140695392e-05,3.09727140695392e-05,"21924/319480/16403/12293/432530/17888/241226/21954/20648/13346/12296/11514/17906/16399/17897/104099/56808/17868/140781/16419/11464/16420",22
"Metabolism","Amino acid metabolism","mmu00350","Tyrosine metabolism","13/696","40/11185",0.325,5.22288074712644,6.89183597619658,4.71029869941056e-07,4.12151136198424e-05,4.12151136198424e-05,"68636/14085/13190/13166/18948/12846/11761/234724/67689/100470/11529/13195/11522",13
"Human Diseases","Cardiovascular disease","mmu05410","Hypertrophic cardiomyopathy","21/696","100/11185",0.21,3.37478448275862,6.14458434562044,6.67907712522665e-07,4.43255635901961e-05,4.43255635901961e-05,"21924/319480/16403/12293/17888/241226/241113/21954/20648/13346/12296/17906/16399/17897/104099/56808/17868/140781/16419/11464/16420",21
"Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway","48/696","368/11185",0.130434782608696,2.09613943028486,5.50772757925971,7.59866804403362e-07,4.43255635901961e-05,4.43255635901961e-05,"75778/13640/319480/12834/13685/12833/66066/16403/12575/80903/14180/75705/12829/241226/12048/12828/14165/65086/19713/12443/16188/24088/78284/245026/18053/18414/14697/16399/20963/104099/11600/12845/13645/16337/235542/12444/20750/11601/12835/83490/16419/16190/12986/17869/14695/18707/320207/16420",48
"Human Diseases","Infectious disease: parasitic","mmu05140","Leishmaniasis","17/696","70/11185",0.242857142857143,3.90281198686371,6.2755146906988,9.06004011479358e-07,4.53002005739679e-05,4.53002005739679e-05,"18035/14960/12266/17972/246256/14961/14131/14969/17970/24088/16414/17969/16415/16409/14129/18036/15170",17
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","24/696","132/11185",0.181818181818182,2.92189132706374,5.721525842041,1.72960034959486e-06,7.5670015294775e-05,7.5670015294775e-05,"14728/18035/19698/14200/17972/668101/26399/21943/246256/14131/21813/18412/22177/14130/17970/20375/18733/12702/20963/17969/16822/14129/18707/18034",24
"Organismal Systems","Immune system","mmu04610","Complement and coagulation cascades","19/696","95/11185",0.2,3.21408045977011,5.58245955105302,4.8640168113049e-06,0.000183675965455569,0.000183675965455569,"15160/12266/12260/12628/625018/12268/14962/12759/333883/74145/16414/278180/12273/16415/12062/16409/18787/12259/17174",19
"Human Diseases","Infectious disease: bacterial","mmu05150","Staphylococcus aureus infection","23/696","131/11185",0.175572519083969,2.82152101430201,5.40189651308439,5.24788472730196e-06,0.000183675965455569,0.000183675965455569,"14960/12266/246256/14961/14131/12260/14289/12628/625018/14130/14969/12268/14962/16414/16668/12273/16415/16409/14129/15894/20344/12259/17174",23
"Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction","18/696","89/11185",0.202247191011236,3.25019372336304,5.48994311595046,7.3036248296143e-06,0.000232388062760455,0.000232388062760455,"319480/12834/12833/16403/12829/241226/12828/13406/114249/245026/16399/104099/12845/20750/12835/16419/242022/16420",18
"Environmental Information Processing","Signal transduction","mmu04371","Apelin signaling pathway","23/696","140/11185",0.164285714285714,2.64013752052545,5.03034275582017,1.6344896950781e-05,0.000467499849304399,0.000467499849304399,"66066/14219/432530/66922/16890/30878/241113/20192/67443/12443/17259/14697/238564/11514/17906/17897/20698/228785/20750/18787/23796/14695/320207",23
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","27/696","180/11185",0.15,2.41056034482759,4.91438363086925,1.73642801170205e-05,0.000467499849304399,0.000467499849304399,"12323/14960/21899/12266/12265/246256/14961/14131/21897/332579/14127/14130/14969/24088/16149/12721/20963/16414/20698/13040/16415/16409/16803/14129/56619/12475/13063",27
"Human Diseases","Immune disease","mmu05323","Rheumatoid arthritis","17/696","87/11185",0.195402298850575,3.14019355264896,5.16210071737398,2.10113720076697e-05,0.000525284300191742,0.000525284300191742,"14960/21943/14961/14825/12477/13039/14969/24088/20310/69583/24099/17392/16414/11600/16168/16415/15894",17
"Cellular Processes","Transport and catabolism","mmu04145","Phagocytosis","38/696","305/11185",0.124590163934426,2.00221405690597,4.57121994657236,3.11372077759941e-05,0.000726534848106529,0.000726534848106529,"57436/14960/21899/12266/17972/12512/68097/246256/14961/14131/22145/21897/17395/17002/13039/15239/67443/14130/14969/17970/24088/17105/12721/20963/16414/227613/13040/12845/17969/16415/16409/16819/16419/14129/12475/20288/19354/18707",38
"Human Diseases","Infectious disease: bacterial","mmu05134","Legionellosis","13/696","59/11185",0.220338983050847,3.54093609974674,5.04064808142486,5.27755095236357e-05,0.00115446427082953,0.00115446427082953,"18035/12266/14825/24088/20310/16414/12176/16415/16409/12475/13063/18034/193740",13
"Organismal Systems","Immune system","mmu04062","Chemokine signaling pathway","27/696","194/11185",0.139175257731959,2.23660238179879,4.47557146230546,6.68683352887024e-05,0.00137670102064976,0.00137670102064976,"20307/18035/15945/14773/66066/94176/432530/14825/20308/12768/20310/22324/14697/15162/11514/17969/18762/12765/18036/12767/19354/14695/18707/14191/320207/17329/12769",27
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction","36/696","294/11185",0.122448979591837,1.96780436312456,4.33175133766345,7.21605641902112e-05,0.00140312208147633,0.00140312208147633,"14102/20307/13019/15945/12983/21943/17700/56708/16174/50498/21813/14825/20308/12768/12984/16188/20310/18053/18414/245527/69583/24099/16168/14561/12167/13608/12765/27279/16190/12767/23886/12986/16322/17329/12769/85030",36
"Environmental Information Processing","Signal transduction","mmu04066","HIF-1 signaling pathway","19/696","117/11185",0.162393162393162,2.60972345024069,4.50864231582686,0.000102737891218379,0.00189254010139118,0.00189254010139118,"12323/20525/68263/13685/12575/112407/13808/21857/170768/11600/13645/17347/16337/11601/18787/15368/15277/22042/18707",19
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00982","Drug metabolism - cytochrome P450","14/696","72/11185",0.194444444444444,3.12480044699872,4.65913072953433,0.000117333438958722,0.00205333518177763,0.00205333518177763,"14867/226564/54486/14263/56615/14862/14859/11761/67689/11529/14857/14871/55990/11522",14
"Metabolism","Metabolism of other amino acids","mmu00480","Glutathione metabolism","14/696","73/11185",0.191780821917808,3.0819949614234,4.59707028903722,0.000137023091869267,0.00228371819782112,0.00228371819782112,"14867/110208/54486/14778/69590/56615/69065/14862/14630/14859/14782/14857/14871/68044",14
"Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage","16/696","93/11185",0.172043010752688,2.76480039550117,4.40218502941367,0.00017909024444763,0.00284075407287189,0.00284075407287189,"14960/233274/14961/16403/14969/16188/12493/333883/16399/16409/14129/12475/22042/16190/12986/12500",16
"Human Diseases","Cardiovascular disease","mmu05417","Lipid and atherosclerosis","28/696","217/11185",0.129032258064516,2.07360029662588,4.11381658908229,0.000186678124788724,0.00284075407287189,0.00284075407287189,"14102/18035/12323/21899/17972/26399/11596/20656/216799/17395/14825/12048/17970/24088/20310/22324/17392/18987/56489/17969/16803/15894/20183/12475/20344/18707/13063/193740",28
"Cellular Processes","Cell motility","mmu04810","Regulation of actin cytoskeleton","29/696","234/11185",0.123931623931624,1.99163105413105,3.94881978772062,0.000290153442086541,0.00423140436376205,0.00423140436376205,"319480/382562/16403/80903/14180/66922/71960/241226/83767/14165/22324/238564/17906/16399/16414/104099/228785/13645/17698/16415/12062/16409/16419/23805/12767/20259/19354/18707/16420",29
"Environmental Information Processing","Signal transduction","mmu04064","NF-kappa B signaling pathway","17/696","107/11185",0.158878504672897,2.55324148673327,4.15849656108748,0.000306837748317607,0.00429572847644649,0.00429572847644649,"18035/19698/21943/17873/14825/11796/12048/20310/245527/24099/20963/16803/13608/15894/23882/12475/18034",17
"Environmental Information Processing","Signal transduction","mmu04015","Rap1 signaling pathway","27/696","214/11185",0.126168224299065,2.0275741218176,3.90960691358636,0.000348618558127608,0.00445557366192781,0.00445557366192781,"13640/26399/382562/80903/14180/54519/432530/14165/65086/18053/22324/11514/16399/16414/11600/13645/16337/16415/18441/16822/240168/16409/13489/11601/18762/19354/18707",27
"Human Diseases","Cardiovascular disease","mmu05418","Fluid shear stress and atherosclerosis","21/696","149/11185",0.140939597315436,2.26495602869706,4.00404430020654,0.000352838708840338,0.00445557366192781,0.00445557366192781,"14867/26399/17395/18412/56615/13039/17970/14862/14859/16399/18104/63873/17969/14857/14871/12167/15368/18762/15894/19354/18707",21
"Organismal Systems","Circulatory system","mmu04260","Cardiac muscle contraction","15/696","89/11185",0.168539325842697,2.7084947694692,4.16832515391899,0.000356445892954225,0.00445557366192781,0.00445557366192781,"21924/17708/12373/15464/12293/17888/21954/12296/17906/17897/56808/12865/65973/140781/11464",15
