"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway","14/696","80/11185",0.175,2.81232040229885,4.19041318836126,0.000373169396357833,0.00450376857673247,0.00450376857673247,"14728/18035/12517/14130/22324/18733/68713/20963/240168/83490/18036/19354/15170/18707",14
"Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection","28/696","227/11185",0.123348017621145,1.98225226593752,3.85129225431543,0.00039657604325495,0.00462672050464108,0.00462672050464108,"14102/18035/14960/19698/56436/15945/26399/17873/14961/12575/12443/14969/24088/17463/69077/20963/56489/19185/246727/12444/15894/23882/18036/17869/18707/13063/18034/12500",28
"Human Diseases","Cancer: specific types","mmu05222","Small cell lung cancer","15/696","94/11185",0.159574468085106,2.56442589875275,3.92346450034605,0.000650236793903666,0.00734138315697687,0.00734138315697687,"18035/17873/16403/12575/11796/12829/12048/12828/12443/16399/23882/20183/17869/18707/13063",15
"Environmental Information Processing","Signaling molecules and interaction","mmu04514","Cell adhesion molecule (CAM) interaction","23/696","179/11185",0.128491620111732,2.06491202722661,3.69965859858459,0.00072316037943529,0.00790956665007348,0.00790956665007348,"14960/245450/239250/19280/12739/21367/13052/14961/16403/241226/12477/320840/14969/20612/19268/16414/104099/16415/16409/12560/15894/60363/20344",23
"Cellular Processes","Cellular community - eukaryotes","mmu04510","Focal adhesion","25/696","202/11185",0.123762376237624,1.98891117560032,3.65349598207411,0.000758362469308829,0.00804323831085122,0.00804323831085122,"319480/12834/12833/16403/11796/12829/241226/12828/12443/245026/22324/238564/17906/16399/104099/228785/12845/13645/12444/20750/12835/16419/19354/18707/16420",25
"Organismal Systems","Immune system","mmu04670","Leukocyte transendothelial migration","17/696","119/11185",0.142857142857143,2.29577175697865,3.66052025039326,0.00107299579344409,0.0110455449325127,0.0110455449325127,"17972/12739/17395/17970/22324/17906/16414/21838/17969/17698/16415/16409/15894/60363/12767/19354/18707",17
"Human Diseases","Endocrine and metabolic disease","mmu04936","Alcoholic liver disease","19/696","141/11185",0.134751773049645,2.16551520339121,3.58757060245374,0.00115330905657122,0.0115330905657122,0.0115330905657122,"14102/18035/12266/26399/12260/68465/14825/625018/241113/12443/12268/20310/56489/11529/12273/16803/12475/11522/12259",19
"Organismal Systems","Immune system","mmu04666","Fc gamma R-mediated phagosome formation","14/696","94/11185",0.148936170212766,2.39346417216923,3.49470512880722,0.00192838749981148,0.0181717666380666,0.0181717666380666,"246256/14131/83767/14130/22324/230837/15162/20963/20698/17969/14129/20259/19354/18707",14
"Environmental Information Processing","Signaling molecules and interaction","mmu04517","IgSF CAM signaling","32/696","300/11185",0.106666666666667,1.71417624521073,3.22989175356808,0.00195690330951571,0.0181717666380666,0.0181717666380666,"245450/239250/19280/68097/260299/21367/13052/22253/22145/71960/640524/327814/19283/22324/12523/19268/238564/268902/16414/170484/227613/228785/18106/17698/16415/16822/16409/18187/15894/18846/15170/18707",32
"Human Diseases","Cardiovascular disease","mmu05415","Diabetic cardiomyopathy","25/696","216/11185",0.115740740740741,1.86000026607067,3.28759339494628,0.00197293466356152,0.0181717666380666,0.0181717666380666,"14584/12323/17227/17972/20525/11596/17708/68263/21813/17395/21954/17970/68198/14782/17719/17969/70316/16337/70456/12865/18762/12825/19354/18707/17993",25
"Organismal Systems","Immune system","mmu04611","Platelet activation","17/696","126/11185",0.134920634920635,2.16822888159095,3.39696786676507,0.00202654887412952,0.0181869770755213,0.0181869770755213,"21390/14131/54519/432530/14127/108101/238564/11514/16399/20963/228785/18441/16822/18762/12825/18707/320207",17
"Environmental Information Processing","Signal transduction","mmu04630","JAK-STAT signaling pathway","21/696","171/11185",0.12280701754386,1.97355817705183,3.30463565445939,0.00214052952803249,0.018314869753431,0.018314869753431,"13019/12983/12575/237310/56708/12048/12443/12984/16188/18414/11761/12702/16168/13645/12444/18712/16190/12986/17869/15170/18707",21
"Cellular Processes","Cell growth and death","mmu04115","p53 signaling pathway","12/696","75/11185",0.16,2.57126436781609,3.51689190827685,0.0021454561711162,0.018314869753431,0.018314869753431,"14102/17873/12575/12450/12048/12443/50883/12444/20438/18787/23882/13063",12
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00980","Metabolism of xenobiotics by cytochrome P450","12/696","76/11185",0.157894736842105,2.53743194192378,3.46418732910484,0.00240718650040881,0.0198406004550761,0.0198406004550761,"14867/54486/13849/56615/15483/14862/14859/67689/11529/14857/14871/11522",12
"Human Diseases","Endocrine and metabolic disease","mmu04930","Type II diabetes mellitus","9/696","48/11185",0.1875,3.01320043103448,3.60047400627693,0.00248990901717915,0.0198406004550761,0.0198406004550761,"103988/12291/20526/12702/384783/16337/18762/15277/18707",9
"Human Diseases","Infectious disease: parasitic","mmu05146","Amoebiasis","15/696","107/11185",0.14018691588785,2.25286013535288,3.35428496398594,0.00249424691435242,0.0198406004550761,0.0198406004550761,"432530/14825/12829/12828/24088/20310/15507/16414/16415/14680/16409/20708/12475/12825/18707",15
"Organismal Systems","Digestive system","mmu04974","Protein digestion and absorption","15/696","108/11185",0.138888888888889,2.2320003192848,3.31396392562784,0.00273478364662399,0.0212705394737421,0.0212705394737421,"12831/12834/12833/246049/105243/12829/12819/12828/245026/12835/50934/329941/213945/12825/17254",15
"Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection","25/696","222/11185",0.112612612612613,1.8097299886093,3.13897719329566,0.00286531123461647,0.0218012811329514,0.0218012811329514,"14102/18035/12266/26399/66066/12575/22190/14825/67443/12768/12443/20310/14697/15162/20963/56489/11601/22187/15894/57781/17869/14695/18707/13063/320207",25
"Human Diseases","Endocrine and metabolic disease","mmu04931","Insulin resistance","15/696","110/11185",0.136363636363636,2.19141849529781,3.23463267368343,0.00327345138864897,0.023334048679991,0.023334048679991,"14584/18035/20525/22259/241113/78284/20526/19268/12702/384783/16337/18762/26457/18707/244416",15
"Cellular Processes","Cell growth and death","mmu04216","Ferroptosis","8/696","41/11185",0.195121951219512,3.13568825343426,3.5289490805395,0.00330132853721868,0.023334048679991,0.023334048679991,"67443/14630/12870/14325/15368/22042/67547/17254",8
"Human Diseases","Cancer: specific types","mmu05219","Bladder cancer","8/696","41/11185",0.195121951219512,3.13568825343426,3.5289490805395,0.00330132853721868,0.023334048679991,0.023334048679991,"12575/17395/13144/12443/69635/13143/13645/17869",8
"Human Diseases","Cancer: overview","mmu05230","Central carbon metabolism in cancer","11/696","69/11185",0.159420289855072,2.56194819257038,3.35237858341842,0.003333435525713,0.023334048679991,0.023334048679991,"20525/68263/103988/80879/19713/20526/64384/20539/15277/17869/18707",11
"Environmental Information Processing","Signal transduction","mmu04010","MAPK signaling pathway","31/696","299/11185",0.103678929765886,1.66616211125207,3.00758225318795,0.00352749515518094,0.0242083000845751,0.0242083000845751,"14102/13640/19698/26399/17873/319520/80903/14180/12293/21813/66922/14165/19713/12291/18053/12296/15507/11600/56808/13645/17347/16337/53608/240168/11601/23882/12475/19354/17869/18034/193740",31
"Environmental Information Processing","Signal transduction","mmu04068","FoxO signaling pathway","17/696","133/11185",0.12781954887218,2.05411157203353,3.15012741066137,0.0036070004530387,0.0242778876646836,0.0242778876646836,"57436/17873/12575/20656/329934/21813/241113/12443/12359/20620/384783/12176/13645/16337/12444/23882/18707",17
"Human Diseases","Cancer: specific types","mmu05221","Acute myeloid leukemia","11/696","70/11185",0.157142857142857,2.52534893267652,3.29761268686075,0.00373848703591496,0.0246881219352875,0.0246881219352875,"18627/13685/12443/20375/235320/16409/18712/14129/12475/17869/18707",11
"Human Diseases","Drug resistance: antineoplastic","mmu01524","Platinum drug resistance","12/696","81/11185",0.148148148148148,2.38080034057046,3.21269742112667,0.00413418817582906,0.0267956641025958,0.0267956641025958,"14867/14102/12575/11796/56615/12048/14862/14859/14857/14871/18707/13063",12
"Human Diseases","Cardiovascular disease","mmu05416","Viral myocarditis","13/696","92/11185",0.141304347826087,2.27081771614193,3.15274484360895,0.00439739264919737,0.0279382086386929,0.0279382086386929,"14960/13052/14961/17888/20648/12443/14969/16414/16415/140781/15894/19354/13063",13
"Organismal Systems","Immune system","mmu04672","Intestinal immune network for IgA production","8/696","43/11185",0.186046511627907,2.98984228815825,3.36749890586985,0.00449033639583889,0.0279382086386929,0.0279382086386929,"14960/14961/14969/69583/24099/16168/12767/12769",8
"Human Diseases","Infectious disease: parasitic","mmu05142","Chagas disease","14/696","103/11185",0.135922330097087,2.18432652605736,3.11040651046076,0.00454993683544428,0.0279382086386929,0.0279382086386929,"14102/18035/21899/12266/12260/432530/21813/24088/14680/12062/18787/18707/12259/12500",14
"Human Diseases","Cancer: overview","mmu05202","Transcriptional misregulation in cancer","24/696","219/11185",0.10958904109589,1.76113997795623,2.93020919124553,0.00486763793898543,0.0293736772180155,0.0293736772180155,"18627/68938/80859/18109/17873/12575/21813/17395/11796/12048/20375/18053/58208/17392/235320/12444/16409/17349/14129/23882/20183/12475/17132/17869",24
"Organismal Systems","Immune system","mmu04650","Natural killer cell mediated cytotoxicity","15/696","117/11185",0.128205128205128,2.06030798703212,2.96979549961047,0.00588533914684717,0.034913028837229,0.034913028837229,"14102/246256/14127/22177/22324/24055/20963/16414/18106/16415/16822/15894/19354/15170/18707",15
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00983","Drug metabolism - other enzymes","13/696","96/11185",0.135416666666667,2.17620031130268,2.98130817589854,0.00633403959535332,0.0365342591823028,0.0365342591823028,"14867/104158/22436/23918/56615/14862/72269/14859/13897/80914/14857/14871/234673",13
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","15/696","118/11185",0.127118644067797,2.04284774985389,2.93347987687186,0.00636739945748706,0.0365342591823028,0.0365342591823028,"14102/18035/15945/26399/17395/14825/11796/78284/20310/17392/12702/12051/16168/15894/18707",15
"Human Diseases","Cardiovascular disease","mmu05412","Arrhythmogenic right ventricular cardiomyopathy","12/696","86/11185",0.13953488372093,2.24238171611868,2.97919209927795,0.00673853129245004,0.0377541805739048,0.0377541805739048,"319480/16403/12293/241226/20648/13346/12296/16399/104099/56808/16419/16420",12
"Metabolism","Metabolism of cofactors and vitamins","mmu00670","One carbon pool by folate","7/696","37/11185",0.189189189189189,3.04034638086362,3.20215566534271,0.00700887091927914,0.0377541805739048,0.0377541805739048,"270685/216188/17769/104174/14711/269378/238505",7
"Human Diseases","Cancer: specific types","mmu05216","Thyroid cancer","7/696","37/11185",0.189189189189189,3.04034638086362,3.20215566534271,0.00700887091927914,0.0377541805739048,0.0377541805739048,"17873/12575/19713/12443/23882/20183/17869",7
"Human Diseases","Infectious disease: viral","mmu05162","Measles","17/696","142/11185",0.119718309859155,1.92392140197507,2.8541173114848,0.00701149067801088,0.0377541805739048,0.0377541805739048,"14102/319642/18035/208650/12048/14130/12443/24088/56489/246727/17698/12444/18036/18707/13063/193740/12500",17
"Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway","16/696","131/11185",0.122137404580153,1.96279722734053,2.85526817661836,0.00724647878541813,0.0384282965893385,0.0384282965893386,"18035/66066/432530/21813/17395/12829/12828/17386/78284/381489/14697/11514/18762/12825/14695/18707",16
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","14/696","109/11185",0.128440366972477,2.06408836865971,2.87564736148491,0.00753006471925978,0.0393361589812078,0.0393361589812078,"18035/14960/12265/26399/14961/16403/11796/12048/14969/24088/18036/13063/320207/193740",14
"Metabolism","Metabolism of cofactors and vitamins","mmu00860","Porphyrin metabolism","8/696","47/11185",0.170212765957447,2.73538762533627,3.07098697705139,0.00782646720302428,0.0402832870743897,0.0402832870743897,"12892/15159/77697/11655/12870/11656/14325/15368",8
"Metabolism","Carbohydrate metabolism","mmu00051","Fructose and mannose metabolism","7/696","38/11185",0.184210526315789,2.96033726557774,3.11802612636059,0.00814165366488736,0.0412982432276895,0.0412982432276895,"16548/18639/270198/29858/67861/170768/15277",7
"Human Diseases","Cancer: overview","mmu05208","Chemical carcinogenesis - reactive oxygen species","24/696","229/11185",0.104803493449782,1.68423430206294,2.69483840592931,0.00840527320968082,0.0420263660484041,0.0420263660484041,"14867/18035/17708/13849/20656/56615/17970/14862/12359/14859/68198/17719/18104/13645/17969/70316/14857/12865/14871/57344/15368/18707/171429/17993",24
"Organismal Systems","Development and regeneration","mmu04360","Axon guidance","20/696","181/11185",0.110497237569061,1.77573506064647,2.71027633748933,0.00883054662288212,0.0435308636339259,0.0435308636339259,"12323/13640/270190/13643/20361/22253/223881/13845/22418/20356/268902/140571/12167/18762/12767/18846/13838/19354/18707/235611",20
"Metabolism","Amino acid metabolism","mmu00250","Alanine, aspartate and glutamate metabolism","7/696","39/11185",0.179487179487179,2.88443118184497,3.03661142985699,0.00940368715550057,0.0457123681170167,0.0457123681170167,"14584/76282/53320/269642/14645/100470/268860",7
"Organismal Systems","Aging","mmu04211","Longevity regulating pathway","12/696","90/11185",0.133333333333333,2.14272030651341,2.80371395159941,0.00963528119523881,0.0461965536758025,0.0461965536758025,"13685/20656/432530/68465/241113/78284/12359/11514/384783/16337/110147/18707",12
